epoch,train_loss,train_acc,train_loss_soft,train_loss_hard,val_loss,val_acc,lr,epoch_time_sec,is_best,early_stop_monitor,early_stop_value,early_stop_improved,epochs_without_improvement
1,2.008225209048005,0.3520408163265306,5.826716788501696,1.5839483959604552,1.4679751585400294,0.4444444444444444,0.03,54.05382227897644,True,val_loss,1.4679751585400294,True,0
2,1.887119931428611,0.3979591836734694,5.467925350682265,1.4892526800129688,1.3619124044186224,0.4417989417989418,0.029979443021318605,27.338762998580933,False,val_loss,1.3619124044186224,True,0
3,1.7870062286891635,0.4523809523809524,5.208605547881181,1.4068285491731432,1.215828572631513,0.5264550264550265,0.029917828430524096,25.69495129585266,True,val_loss,1.215828572631513,True,0
4,1.6636610339287998,0.48639455782312924,4.898005435796552,1.3042894447741866,1.1707984436125982,0.5687830687830688,0.029815325108927065,27.044310569763184,True,val_loss,1.1707984436125982,True,0
5,1.6099858267777631,0.5096371882086168,4.767626418548376,1.2591368929058515,1.2269798801058815,0.5052910052910053,0.029672214011007083,22.941907167434692,False,val_loss,1.2269798801058815,False,1
6,1.546494367171307,0.5413832199546486,4.603157726815498,1.2068651357745908,1.1613313041666828,0.5952380952380952,0.02948888739433602,22.562676191329956,True,val_loss,1.1613313041666828,True,0
7,1.5473591546082444,0.546485260770975,4.5825112314721625,1.2101200540590178,1.1005502138188277,0.5793650793650794,0.029265847744427302,22.424846410751343,False,val_loss,1.1005502138188277,True,0
8,1.4088265652559242,0.5890022675736961,4.244462915018302,1.0937558804509862,1.0055043678435067,0.6137566137566137,0.029003706397458022,22.667296171188354,True,val_loss,1.0055043678435067,True,0
9,1.4006208508463402,0.6031746031746031,4.169693541364605,1.092946125536549,1.0137420451199566,0.6137566137566137,0.028703181864639007,22.91031241416931,False,val_loss,1.0137420451199566,False,1
10,1.383117437362671,0.6071428571428571,4.142972413104137,1.0764669009617396,0.9968325498873595,0.6507936507936508,0.02836509786282551,23.36488914489746,True,val_loss,0.9968325498873595,True,0
11,1.3138268577809236,0.6190476190476191,3.9799370257492237,1.0175924120035842,1.0813977163304727,0.5978835978835979,0.027990381056766576,22.448514461517334,False,val_loss,1.0813977163304727,False,1
12,1.3077084142334607,0.6224489795918368,3.916278100608428,1.0178673513351926,1.0208707372978252,0.6164021164021164,0.027580058519181355,22.476315021514893,False,val_loss,1.0208707372978252,False,2
13,1.1945399151367395,0.6689342403628118,3.6683330622389745,0.9196740213164937,0.9785185162983243,0.6375661375661376,0.027135254915624206,22.489417791366577,False,val_loss,0.9785185162983243,True,0
14,1.1665719874591784,0.6655328798185941,3.5251409320874547,0.9045087853256537,1.0727697226105544,0.6375661375661376,0.02665718942185456,22.63091015815735,False,val_loss,1.0727697226105544,False,1
15,1.1458519564734564,0.6649659863945578,3.476826189867223,0.8868548280798119,1.7154111559428866,0.5158730158730159,0.02614717238216091,24.739818572998047,False,val_loss,1.7154111559428866,False,2
16,1.0929046077252516,0.7001133786848073,3.3612251270925646,0.8408690071970968,1.1671005840654727,0.5714285714285714,0.02560660171779821,25.211886882781982,False,val_loss,1.1671005840654727,False,3
17,1.0358078071589913,0.7193877551020408,3.1805885530112823,0.797498849581699,0.88387536056458,0.671957671957672,0.02503695909538287,23.792576789855957,True,val_loss,0.88387536056458,True,0
18,0.9540913145558364,0.7352607709750567,2.9743018701773924,0.7296234868010696,0.8576895061624114,0.6851851851851852,0.02443980586574756,22.517210960388184,True,val_loss,0.8576895061624114,True,0
19,0.8954095729624604,0.7522675736961452,2.8028920572631213,0.6834670878321676,1.0721181012966015,0.6957671957671958,0.023816778784387094,22.57367968559265,True,val_loss,1.0721181012966015,False,1
20,0.9011702424003964,0.7414965986394558,2.8268196285446754,0.6872092154290941,0.799081943022511,0.6878306878306878,0.023169585525225404,22.57184624671936,False,val_loss,0.799081943022511,True,0
21,0.8555139178862107,0.7596371882086168,2.6768006710779098,0.653148735191276,0.9707272172604919,0.6587301587301587,0.022499999999999996,22.5357449054718,False,val_loss,0.9707272172604919,False,1
