split,accuracy,precision_macro,recall_macro,f1_macro,auc_macro_ovr
val,0.7883597883597884,0.7539128423095683,0.7709125887722315,0.7569516554743531,0.9548169471582256
test,0.7519788918205804,0.7167795857047858,0.7219717019290844,0.7171782502417371,0.9496296919859538
