split,accuracy,precision_macro,recall_macro,f1_macro,auc_macro_ovr
val,0.7988826815642458,0.7949795455752803,0.7902108430036225,0.7918478869427981,0.9496166721822148
test,0.8240223463687151,0.8346944167728898,0.819384116628408,0.8243274876089487,0.9651241201585623
