split,accuracy,precision_macro,recall_macro,f1_macro,auc_macro_ovr
val,0.9682539682539683,0.960941344707229,0.960174155354207,0.9604704470357563,0.9982067547984115
test,0.941952506596306,0.9216174747620652,0.9441962552098085,0.9303856985025857,0.9955113867778969
