split,accuracy,precision_macro,recall_macro,f1_macro,auc_macro_ovr
val,0.8268156424581006,0.8297565470832797,0.8231654786355765,0.8242381988830146,0.9623066080867766
test,0.8156424581005587,0.8220287191448824,0.8086589304353164,0.813008307726613,0.9645490444356968
