split,accuracy,precision_macro,recall_macro,f1_macro,auc_macro_ovr
val,0.9748603351955307,0.9736855800703946,0.9731074681238615,0.9733437133067581,0.9973914952564769
test,0.9608938547486033,0.9605590493687582,0.9626493496033184,0.9612921601713632,0.9979378367762157
