split,accuracy,precision_macro,recall_macro,f1_macro,auc_macro_ovr
val,0.828042328042328,0.806738212096794,0.7910444497071868,0.7959954736951108,0.9611294031523122
test,0.8047493403693932,0.7983351486558897,0.7879010471442691,0.7921674224171268,0.9564596493667374
