preset,use_kd,temperature,alpha,stage2_lr,assistant_img_size,best_epoch,val_accuracy,val_f1_macro,test_accuracy,setup_id
ta_t4_a0p5_lr1em5_av160,True,4.0,0.5,1e-05,160,10,0.8435754189944135,0.8405080249042021,0.7793296089385475,r5_k5_final_wn128_ta-kd_ta_t4_a0p5_lr1em5_av160_s777_t4p0_a0p5_av160_lr1em05_e100_img160_bs16
ce_finetune_lr1em4,False,,,0.0001,380,13,0.8435754189944135,0.8411230556158996,0.7905027932960894,r5_k5_final_wn128_ce-finetune_ce_finetune_lr1em4_s777_no-kd_lr0p0001_e100_img160_bs16
