preset,use_kd,temperature,alpha,stage2_lr,assistant_img_size,best_epoch,val_accuracy,val_f1_macro,test_accuracy,setup_id
ta_t4_a0p5_lr1em5_av160,True,4.0,0.5,1e-05,160,9,0.8044692737430168,0.8014157798261925,0.8100558659217877,r5_k5_final_wn128_ta-kd_ta_t4_a0p5_lr1em5_av160_s42_t4p0_a0p5_av160_lr1em05_e100_img160_bs16
ce_finetune_lr1em4,False,,,0.0001,380,12,0.8072625698324022,0.8025812517186693,0.8100558659217877,r5_k5_final_wn128_ce-finetune_ce_finetune_lr1em4_s42_no-kd_lr0p0001_e100_img160_bs16
