split,accuracy,precision_macro,recall_macro,f1_macro,auc_macro_ovr
val,0.8042328042328042,0.8116640704728294,0.7795076533918861,0.7920244873806679,0.9645309598417103
test,0.7915567282321899,0.7743487685205932,0.7606179208608664,0.766567471040827,0.9535191392022847
