epoch,train_loss,train_acc,train_loss_soft,train_loss_hard,val_loss,val_acc,lr,epoch_time_sec,is_best,early_stop_monitor,early_stop_value,early_stop_improved,epochs_without_improvement
1,2.3625573277187577,0.3609112709832134,4.365710531779045,1.5040630299410374,1.3298055902539685,0.44972067039106145,0.05,19.08817768096924,True,val_loss,1.3298055902539685,True,0
2,2.2161145690533757,0.4118705035971223,4.113277556513139,1.4030446548827833,1.3030657635054774,0.39664804469273746,0.049965738368864344,5.713801145553589,False,val_loss,1.3030657635054774,True,0
3,2.153742800227744,0.44664268585131894,3.9736418598275676,1.3737860117598975,1.3715561918040227,0.41620111731843573,0.049863047384206834,5.616244792938232,False,val_loss,1.3715561918040227,False,1
4,2.0948855390937493,0.447841726618705,3.8738122295132644,1.3324883473005227,1.2559846323295678,0.5195530726256983,0.04969220851487845,5.61265230178833,True,val_loss,1.2559846323295678,True,0
5,2.0492917302129365,0.473621103117506,3.7703565156145347,1.3116924837052966,1.1997410495187983,0.4664804469273743,0.049453690018345146,5.5279316902160645,False,val_loss,1.1997410495187983,True,0
6,2.02377144324122,0.5047961630695443,3.739483180949442,1.2884663512094987,1.1067926522406786,0.553072625698324,0.04914814565722671,5.631518125534058,True,val_loss,1.1067926522406786,True,0
7,1.9355482140319238,0.5113908872901679,3.6100363902908437,1.2179103889625422,1.1357053455027788,0.5558659217877095,0.048776412907378844,5.51459527015686,True,val_loss,1.1357053455027788,False,1
8,1.9728799626695739,0.4988009592326139,3.668837566741651,1.2460409399988555,1.2531118872445388,0.4692737430167598,0.048339510662430044,5.485428094863892,False,val_loss,1.2531118872445388,False,2
9,1.905877327747482,0.5221822541966427,3.564836051538408,1.1948949730367684,1.0719379098388735,0.5642458100558659,0.04783863644106502,5.649316787719727,True,val_loss,1.0719379098388735,True,0
10,1.9150692518952368,0.5143884892086331,3.550992629510893,1.213959193058151,1.0913245351620893,0.5558659217877095,0.047275163104709195,5.562031269073486,False,val_loss,1.0913245351620893,False,1
11,1.82924695952619,0.5365707434052758,3.385055206948333,1.1624719533417152,1.2134146700358257,0.5614525139664804,0.046650635094610975,5.499978542327881,False,val_loss,1.2134146700358257,False,2
12,1.8211978247983278,0.5563549160671463,3.4019340462535976,1.143739418446017,1.3546683506925679,0.5027932960893855,0.0459667641986356,5.327528476715088,False,val_loss,1.3546683506925679,False,3
13,1.8122788750582175,0.5491606714628298,3.3698367443587856,1.1447540384402377,1.5472603700014467,0.49162011173184356,0.04522542485937369,5.468701362609863,False,val_loss,1.5472603700014467,False,4
