split,accuracy,precision_macro,recall_macro,f1_macro,auc_macro_ovr
val,0.8015873015873016,0.7991436621795546,0.7810676033373585,0.7886109162704907,0.9563138867080867
test,0.7783641160949868,0.7782182595592286,0.7572859557934039,0.7641737174986653,0.9475619811265578
