split,accuracy,precision_macro,recall_macro,f1_macro,auc_macro_ovr
val,0.8333333333333334,0.8163109767727504,0.8170132426192475,0.8153655489808368,0.9637617807534284
test,0.783641160949868,0.7770389412265843,0.7337170931232838,0.74668737369617,0.9549542013095752
