epoch,train_loss,train_acc,train_loss_soft,train_loss_hard,val_loss,val_acc,lr,epoch_time_sec,is_best,early_stop_monitor,early_stop_value,early_stop_improved,epochs_without_improvement
1,2.395068405343474,0.33752997601918466,4.435279384219675,1.5206922341307862,1.438466809981362,0.3463687150837989,0.05,16.487434148788452,True,val_loss,1.438466809981362,True,0
2,2.309572010875034,0.36031175059952036,4.2663151274482125,1.4709677696228027,1.6155460307052016,0.3854748603351955,0.04998766400914329,5.933125734329224,True,val_loss,1.6155460307052016,False,1
3,2.1899699398653683,0.42805755395683454,4.074695189222157,1.3822304916610535,1.280302299467545,0.4748603351955307,0.04995066821070679,5.742038249969482,True,val_loss,1.280302299467545,True,0
4,2.1767643086915966,0.44004796163069543,4.052229925882902,1.3729932942836405,1.2997090936373066,0.43575418994413406,0.049889049115077,5.815171480178833,False,val_loss,1.2997090936373066,False,1
5,2.112951447923692,0.45143884892086333,3.913542757789008,1.3412694116290524,1.2884235155649026,0.4664804469273743,0.04980286753286195,5.764219522476196,False,val_loss,1.2884235155649026,False,2
6,2.0681453871784163,0.4790167865707434,3.862241910801803,1.2992468183275034,1.2583155718595622,0.46089385474860334,0.04969220851487844,5.829440593719482,False,val_loss,1.2583155718595622,True,0
7,1.9907981846258223,0.4988009592326139,3.7130176294907677,1.252704083204841,1.4144035038335363,0.42178770949720673,0.04955718126821722,5.6161949634552,False,val_loss,1.4144035038335363,False,1
8,1.9719513428868722,0.5095923261390888,3.6540263939818605,1.2510619901067062,1.1818318533497816,0.5,0.049397919048468686,5.695290565490723,True,val_loss,1.1818318533497816,True,0
9,1.9448344827555923,0.5233812949640287,3.627260626648827,1.2237946624092633,1.1608436667053392,0.553072625698324,0.04921457902821578,5.699899911880493,True,val_loss,1.1608436667053392,True,0
10,1.908025979709854,0.5341726618705036,3.5594179613127124,1.200286495885689,1.0711204039983908,0.5893854748603352,0.04900734214192358,5.6363770961761475,True,val_loss,1.0711204039983908,True,0
11,1.8404182004128142,0.5539568345323741,3.453928112126083,1.1489139129217867,1.125599000707019,0.5837988826815642,0.048776412907378844,5.779061555862427,False,val_loss,1.125599000707019,False,1
12,1.861879889341853,0.5353717026378897,3.4661024854623443,1.1743558477297675,1.0857368048342912,0.5837988826815642,0.04852201922385564,5.572420358657837,False,val_loss,1.0857368048342912,False,2
13,1.8358598987547328,0.5377697841726619,3.3955714039379457,1.1674120663453063,1.1420756225479383,0.5586592178770949,0.04824441214720629,5.743843078613281,False,val_loss,1.1420756225479383,False,3
14,1.822367428589782,0.5689448441247003,3.387349456048412,1.1516608197054417,1.0937713151537507,0.5782122905027933,0.04794386564209953,5.751547336578369,False,val_loss,1.0937713151537507,False,4
