split,accuracy,precision_macro,recall_macro,f1_macro,auc_macro_ovr
val,0.8148148148148148,0.8187749501474991,0.7945282536174045,0.8045093177327299,0.9579324699531314
test,0.7704485488126649,0.7748979384393796,0.7746602766944984,0.7721428618181445,0.9570106828765211
