epoch,train_loss,train_acc,train_loss_soft,train_loss_hard,val_loss,val_acc,lr,epoch_time_sec,is_best,early_stop_monitor,early_stop_value,early_stop_improved,epochs_without_improvement
1,3.4006154326354565,0.3599773242630385,19.177755541812264,1.6475998728183392,1.9461033192891923,0.3835978835978836,0.03,49.07147264480591,True,val_loss,1.9461033192891923,True,0
2,3.231977032966354,0.39852607709750565,18.190740040370397,1.5698922672509605,1.455455217411909,0.4126984126984127,0.029979443021318605,24.012402534484863,True,val_loss,1.455455217411909,True,0
3,3.1154908566247848,0.4433106575963719,17.62637672078312,1.5031702088660934,1.339707514596364,0.5,0.029917828430524096,23.912537574768066,True,val_loss,1.339707514596364,True,0
4,2.9260965269439074,0.4733560090702948,16.712627765543065,1.3942597485453634,1.2857221402819194,0.4973544973544973,0.029815325108927065,23.528356790542603,False,val_loss,1.2857221402819194,True,0
5,2.9149484991216337,0.4824263038548753,16.49266179402669,1.406313688576627,1.1811824721634072,0.5661375661375662,0.029672214011007083,23.555609226226807,True,val_loss,1.1811824721634072,True,0
6,2.805305597733478,0.5187074829931972,16.057887088144177,1.3327965244414315,1.167930630149034,0.5423280423280423,0.02948888739433602,23.692397356033325,False,val_loss,1.167930630149034,True,0
7,2.677499764630584,0.5453514739229025,15.466227888250026,1.2565299942920538,1.1774188109806605,0.6058201058201058,0.029265847744427302,23.216763257980347,True,val_loss,1.1774188109806605,False,1
8,2.597342879323462,0.5731292517006803,14.905164426686813,1.22980714060552,1.095167441027505,0.5661375661375662,0.029003706397458022,23.55809760093689,False,val_loss,1.095167441027505,True,0
9,2.534529070735248,0.5969387755102041,14.403966544707076,1.2157026802331141,1.3771161705097825,0.5476190476190477,0.028703181864639007,23.70230507850647,False,val_loss,1.3771161705097825,False,1
10,2.521063604592736,0.5810657596371882,14.45163181417383,1.1954449220579497,0.9652231509092624,0.6349206349206349,0.02836509786282551,23.95601224899292,True,val_loss,0.9652231509092624,True,0
11,2.4302317009491174,0.6031746031746031,13.95540719670233,1.1496566666497126,1.0947649920428242,0.6190476190476191,0.027990381056766576,23.7746844291687,False,val_loss,1.0947649920428242,False,1
12,2.3887382375410082,0.5941043083900227,13.67600185152084,1.1345978477914858,1.105556604723451,0.6031746031746031,0.027580058519181355,24.611265897750854,False,val_loss,1.105556604723451,False,2
13,2.262303575096217,0.6320861678004536,13.131440605976683,1.054621671332794,1.1705482201601463,0.6402116402116402,0.027135254915624206,24.174285411834717,True,val_loss,1.1705482201601463,False,3
14,2.189890611198754,0.6541950113378685,12.484551263233971,1.0460394207312136,1.2488275520385257,0.5978835978835979,0.02665718942185456,23.51091504096985,False,val_loss,1.2488275520385257,False,4
15,2.2281855471820786,0.6286848072562359,12.628306205040204,1.0726165785000168,1.206637212208339,0.6031746031746031,0.02614717238216091,23.89497685432434,False,val_loss,1.206637212208339,False,5
16,2.167529582977295,0.6598639455782312,12.367054997658244,1.0342489702631286,1.3706779896266876,0.5925925925925926,0.02560660171779821,23.567965030670166,False,val_loss,1.3706779896266876,False,6
17,2.129029721359547,0.6632653061224489,12.196777088571839,1.010391110668377,0.9972964783824941,0.6455026455026455,0.02503695909538287,23.852871656417847,True,val_loss,0.9972964783824941,False,7
18,1.9642390977768671,0.6904761904761905,11.28130016629658,0.9290100846971784,1.2159046609565693,0.6216931216931217,0.02443980586574756,23.652722597122192,False,val_loss,1.2159046609565693,False,8
19,1.852158436834677,0.7012471655328798,10.881801913384678,0.8488647189675546,1.1349024747414564,0.6693121693121693,0.023816778784387094,23.626031637191772,True,val_loss,1.1349024747414564,False,9
20,1.8553574047391377,0.7046485260770975,10.61476531428815,0.8820898585579022,1.2922582317281652,0.6375661375661376,0.023169585525225404,23.088772773742676,False,val_loss,1.2922582317281652,False,10
21,1.75185762727612,0.7239229024943311,10.212522671065903,0.8117837353087877,1.1916811743741313,0.6296296296296297,0.022499999999999996,22.700644493103027,False,val_loss,1.1916811743741313,False,11
22,1.7734100648335047,0.7239229024943311,10.230120764838325,0.8337755431663963,1.2697142148144032,0.6322751322751323,0.021809857496093196,22.743805170059204,False,val_loss,1.2697142148144032,False,12
23,1.6133034818567116,0.7698412698412699,9.281594624595037,0.7612711425676367,1.7390636022759494,0.582010582010582,0.021101049646137002,23.172178745269775,False,val_loss,1.7390636022759494,False,13
24,1.5964959273262629,0.7692743764172335,9.376824056750793,0.7320150216015018,1.0218069641678422,0.6931216931216931,0.020375519243179506,22.287086725234985,True,val_loss,1.0218069641678422,False,14
25,1.393288533028021,0.7913832199546486,8.34531571697486,0.6208410721246888,1.3898664053785739,0.6481481481481481,0.01963525491562421,22.75522232055664,False,val_loss,1.3898664053785739,False,15
