preset,use_kd,temperature,alpha,stage2_lr,assistant_img_size,best_epoch,val_accuracy,val_f1_macro,test_accuracy,setup_id
ta_t4_a0p5_lr1em4_av380,True,4.0,0.5,0.0001,380,79,0.8268156424581006,0.8252431165726797,0.8212290502793296,r8_k5_final_wn256_ta-kd_ta_t4_a0p5_lr1em4_av380_s123_t4p0_a0p5_av380_lr0p0001_e100_img160_bs16
ce_finetune_lr1em4,False,,,0.0001,380,88,0.8268156424581006,0.8242381988830146,0.8156424581005587,r8_k5_final_wn256_ce-finetune_ce_finetune_lr1em4_s123_no-kd_lr0p0001_e100_img160_bs16
