epoch,train_loss,train_acc,train_loss_soft,train_loss_hard,val_loss,val_acc,lr,epoch_time_sec,is_best,early_stop_monitor,early_stop_value,early_stop_improved,epochs_without_improvement
1,0.4961352729472984,0.9308390022675737,1.1694864402282266,0.20755618378993065,0.6741530387489884,0.7883597883597884,0.0005,37.92629027366638,True,val_loss,0.6741530387489884,True,0
2,0.48636932208154204,0.9325396825396826,1.1376738610451453,0.20723878152989475,0.6877134313028326,0.8042328042328042,0.0004996573836886434,17.795294523239136,True,val_loss,0.6877134313028326,False,1
3,0.45075142572796534,0.9319727891156463,1.050839396561084,0.1935708493737677,0.7067113610171767,0.8068783068783069,0.0004986304738420682,16.481257677078247,True,val_loss,0.7067113610171767,False,2
4,0.4635024042356582,0.923469387755102,1.047940458299892,0.21302893727409597,0.7243129686703758,0.7804232804232805,0.0004969220851487844,16.667724609375,False,val_loss,0.7243129686703758,False,3
5,0.4047597858911198,0.9427437641723356,0.9587834613934125,0.16732105349196869,0.7302869268195339,0.791005291005291,0.0004945369001834514,16.42316770553589,False,val_loss,0.7302869268195339,False,4
6,0.41632106508257166,0.9365079365079365,0.970761413476905,0.1787037614167007,0.7219632908150002,0.7857142857142857,0.0004914814565722671,16.426730632781982,False,val_loss,0.7219632908150002,False,5
7,0.42795463071929085,0.9319727891156463,0.9706693593066296,0.19536258591985217,0.7183857112334519,0.7804232804232805,0.00048776412907378846,16.659090042114258,False,val_loss,0.7183857112334519,False,6
8,0.42269356923849405,0.935374149659864,0.9708392649821413,0.18777397405905247,0.742265332312811,0.7804232804232805,0.00048339510662430044,16.725016593933105,False,val_loss,0.742265332312811,False,7
9,0.40864197021168647,0.9410430839002267,0.9485407582486297,0.17725676267730947,0.7306976728338413,0.8042328042328042,0.0004783863644106502,16.276798963546753,False,val_loss,0.7306976728338413,False,8
10,0.41053870739309695,0.9342403628117913,0.9386305490048293,0.18421362167279196,0.7506994822668651,0.783068783068783,0.00047275163104709196,16.660977840423584,False,val_loss,0.7506994822668651,False,9
11,0.38410403500068213,0.9438775510204082,0.8968666794619052,0.16434860617226485,0.7485318351044226,0.8015873015873016,0.00046650635094610973,16.205949306488037,False,val_loss,0.7485318351044226,False,10
12,0.3978879742341247,0.9365079365079365,0.909114337832479,0.1787909448332662,0.762101619331925,0.7962962962962963,0.00045966764198635603,16.415348529815674,False,val_loss,0.762101619331925,False,11
13,0.39697332291646337,0.9359410430839002,0.9107939683390853,0.1767644656910783,0.7876692196679493,0.783068783068783,0.0004522542485937369,16.338289260864258,False,val_loss,0.7876692196679493,False,12
14,0.36949849608533775,0.9455782312925171,0.8693961353799383,0.1552566382991754,0.7962791582263967,0.7777777777777778,0.00044428649036424276,16.184669733047485,False,val_loss,0.7962791582263967,False,13
