preset,use_kd,temperature,alpha,stage2_lr,assistant_img_size,best_epoch,val_accuracy,val_f1_macro,test_accuracy,setup_id
ta_t4_a0p5_lr1em4_av380,True,4.0,0.5,0.0001,380,68,0.840782122905028,0.8422729970349548,0.8100558659217877,r8_k5_final_wn256_ta-kd_ta_t4_a0p5_lr1em4_av380_s777_t4p0_a0p5_av380_lr0p0001_e100_img160_bs16
ce_finetune_lr1em4,False,,,0.0001,380,84,0.8324022346368715,0.8343198874798061,0.7877094972067039,r8_k5_final_wn256_ce-finetune_ce_finetune_lr1em4_s777_no-kd_lr0p0001_e100_img160_bs16
