split,accuracy,precision_macro,recall_macro,f1_macro,auc_macro_ovr
val,0.8095238095238095,0.7898081956935767,0.7918128978121611,0.7903089309535037,0.9557243890279922
test,0.7704485488126649,0.7755952440579943,0.7452792197660556,0.7566625468555285,0.9586535598207296
