split,accuracy,precision_macro,recall_macro,f1_macro,auc_macro_ovr
val,0.8268156424581006,0.8294649867637987,0.8245242640248076,0.8244801652950453,0.9621775463550076
test,0.8016759776536313,0.8021569734613212,0.7976376046335523,0.79890682962183,0.9584873037709368
