epoch,train_loss,train_acc,val_loss,val_acc,lr,epoch_time_sec,is_best,early_stop_monitor,early_stop_value,early_stop_improved,epochs_without_improvement
1,1.5778096733179763,0.34183673469387754,3.652884641652385,0.30158730158730157,0.03,10.879824876785278,True,val_loss,3.652884641652385,True,0
2,1.4749900164788001,0.4121315192743764,1.4529893587506006,0.36507936507936506,0.029992598405485973,4.477953910827637,True,val_loss,1.4529893587506006,True,0
3,1.3756479957476766,0.44501133786848074,1.3860147958079343,0.4603174603174603,0.029970400926424074,4.144515514373779,True,val_loss,1.3860147958079343,True,0
4,1.29307520578778,0.4767573696145125,1.2780399839714092,0.5291005291005291,0.029933429469046202,4.073858022689819,True,val_loss,1.2780399839714092,True,0
5,1.271922934352676,0.4937641723356009,1.104445564683783,0.5714285714285714,0.029881720519717173,4.174436569213867,True,val_loss,1.104445564683783,True,0
6,1.2010497819809687,0.5379818594104309,2.1311343346954024,0.4470899470899471,0.02981532510892707,4.246421575546265,False,val_loss,2.1311343346954024,False,1
7,1.1823576410341154,0.5391156462585034,1.1425424492548382,0.5423280423280423,0.029734308760930334,3.991576910018921,False,val_loss,1.1425424492548382,False,2
8,1.1259534299508784,0.5708616780045351,1.0926319508956224,0.582010582010582,0.029638751429081213,4.141444683074951,True,val_loss,1.0926319508956224,True,0
9,1.1212565666423633,0.5691609977324263,1.0767473398693024,0.5793650793650794,0.029528747416929468,4.050628900527954,False,val_loss,1.0767473398693024,True,0
10,1.0603975649593638,0.6054421768707483,1.0653626319592593,0.6137566137566137,0.02940440528515415,4.1530091762542725,True,val_loss,1.0653626319592593,True,0
11,1.0245901543537235,0.5924036281179138,1.2182562956734309,0.5502645502645502,0.029265847744427306,4.191429853439331,False,val_loss,1.2182562956734309,False,1
12,1.035393740314475,0.6009070294784581,1.3650905076788846,0.544973544973545,0.029113211534313385,4.188153982162476,False,val_loss,1.3650905076788846,False,2
13,0.982825429531452,0.6303854875283447,0.9650346854376415,0.6375661375661376,0.028946647288323774,4.275611400604248,True,val_loss,0.9650346854376415,True,0
14,0.9876023425536902,0.6298185941043084,0.9066120890713243,0.6613756613756614,0.02876631938525972,4.076349973678589,True,val_loss,0.9066120890713243,True,0
15,0.9210038279730176,0.6468253968253969,0.9033963894717908,0.671957671957672,0.028572405786990298,4.239456653594971,True,val_loss,0.9033963894717908,True,0
16,0.9741374219085625,0.6388888888888888,0.9631002040767165,0.6587301587301587,0.02836509786282552,4.0447609424591064,False,val_loss,0.9631002040767165,False,1
17,0.8942842348362583,0.6785714285714286,0.9867105900295197,0.6243386243386243,0.028144600200657958,4.051569223403931,False,val_loss,0.9867105900295197,False,2
18,0.8296148598599596,0.6825396825396826,0.9828989568841521,0.6322751322751323,0.027911130405059163,4.165975093841553,False,val_loss,0.9828989568841521,False,3
19,0.894953925052738,0.6649659863945578,0.7911968016750598,0.716931216931217,0.027664918882530233,4.205903053283691,True,val_loss,0.7911968016750598,True,0
20,0.8366855877597316,0.6808390022675737,1.445786992078105,0.5687830687830688,0.027406208614118435,4.116488218307495,False,val_loss,1.445786992078105,False,1
21,0.7807866321399368,0.699546485260771,1.0807551315852575,0.6031746031746031,0.02713525491562422,3.9927897453308105,False,val_loss,1.0807551315852575,False,2
22,0.7815381934583322,0.7029478458049887,0.7680653800409307,0.701058201058201,0.02685232518563536,4.263089179992676,False,val_loss,0.7680653800409307,True,0
23,0.7402447259345022,0.7256235827664399,0.9072503378151586,0.6825396825396826,0.026557698641636845,4.2237348556518555,False,val_loss,0.9072503378151586,False,1
24,0.765249433430955,0.7284580498866213,0.8983940103697399,0.6904761904761905,0.0262516660444569,4.134235620498657,False,val_loss,0.8983940103697399,False,2
25,0.7143873754812746,0.7363945578231292,0.8201101482229889,0.6957671957671958,0.02593452941132118,4.1042702198028564,False,val_loss,0.8201101482229889,False,3
26,0.6711881781110958,0.7585034013605442,0.8554625009733533,0.6693121693121693,0.025606601717798216,4.057779550552368,False,val_loss,0.8554625009733533,False,4
27,0.6469931521383273,0.7551020408163265,0.7840790761210931,0.716931216931217,0.025268206588930336,4.223527431488037,False,val_loss,0.7840790761210931,False,5
28,0.6411218391794736,0.7721088435374149,0.7734249644178562,0.7222222222222222,0.024919677979854785,4.145652770996094,True,val_loss,0.7734249644178562,False,6
29,0.6270412301260327,0.7738095238095238,0.8528600931167603,0.6984126984126984,0.024561359846230355,3.96691632270813,False,val_loss,0.8528600931167603,False,7
30,0.6016329452564386,0.7698412698412699,0.8117752429984865,0.7328042328042328,0.024193605804794658,4.088599443435669,True,val_loss,0.8117752429984865,False,8
31,0.5856402862369339,0.7891156462585034,0.7783652540867921,0.7433862433862434,0.023816778784387108,4.180866718292236,True,val_loss,0.7783652540867921,False,9
32,0.595071722725892,0.7766439909297053,0.8224297364552816,0.716931216931217,0.02343125066778197,4.041962385177612,False,val_loss,0.8224297364552816,False,10
33,0.5052228894363455,0.8191609977324263,0.7829360665467681,0.7195767195767195,0.023037401924684956,4.029473543167114,False,val_loss,0.7829360665467681,False,11
34,0.5503293052822554,0.7970521541950113,0.8709739020892552,0.716931216931217,0.02263562123625558,4.086422681808472,False,val_loss,0.8709739020892552,False,12
35,0.5326189950885686,0.8010204081632653,0.8479518363715479,0.6878306878306878,0.02222630511152574,4.062453985214233,False,val_loss,0.8479518363715479,False,13
36,0.5070116756454347,0.8095238095238095,0.8267205127332576,0.7195767195767195,0.02180985749609321,4.154043197631836,False,val_loss,0.8267205127332576,False,14
37,0.5094678247866987,0.8151927437641724,0.9223788462618672,0.6851851851851852,0.021386689373476098,4.138282537460327,False,val_loss,0.9223788462618672,False,15
38,0.5126442079371065,0.822562358276644,0.797818728224941,0.7619047619047619,0.020957218359521718,4.082169055938721,True,val_loss,0.797818728224941,False,16
39,0.42957740913983644,0.8469387755102041,0.8968553700775066,0.7142857142857143,0.02052186829027018,4.125424385070801,False,val_loss,0.8968553700775066,False,17
40,0.4748358794080427,0.8344671201814059,0.7412976127452952,0.7407407407407407,0.02008106880367938,4.056268930435181,False,val_loss,0.7412976127452952,True,0
41,0.4247588882235443,0.8480725623582767,0.8138962522070244,0.7195767195767195,0.01963525491562422,3.9933462142944336,False,val_loss,0.8138962522070244,False,1
42,0.4177087101401115,0.8537414965986394,0.8687796567482923,0.7142857142857143,0.019184866590588448,4.1470348834991455,False,val_loss,0.8687796567482923,False,2
43,0.42928880818036136,0.8441043083900227,0.8501854270854324,0.7275132275132276,0.018730348307472826,3.968378782272339,False,val_loss,0.8501854270854324,False,3
44,0.3681821558210585,0.8747165532879818,0.7768363637268227,0.7433862433862434,0.018272148620948146,4.085339307785034,False,val_loss,0.7768363637268227,False,4
45,0.3497439918199094,0.8820861678004536,0.853248364080197,0.746031746031746,0.017810719718785877,3.975393772125244,False,val_loss,0.853248364080197,False,5
46,0.33058488341956455,0.8820861678004536,0.7946226533758577,0.7275132275132276,0.01734651697560347,4.204331398010254,False,val_loss,0.7946226533758577,False,6
47,0.333027472909616,0.8735827664399093,0.8023019332103628,0.7380952380952381,0.016879998503464572,4.201743841171265,False,val_loss,0.8023019332103628,False,7
48,0.32000462220909914,0.8803854875283447,0.7276312059195584,0.7354497354497355,0.016411624699777718,4.113006353378296,False,val_loss,0.7276312059195584,True,0
49,0.312801935843059,0.8900226757369615,0.7384562902349644,0.7698412698412699,0.015941857792939707,4.256736516952515,True,val_loss,0.7384562902349644,False,1
50,0.27666206228760093,0.9041950113378685,0.7399508871098675,0.7645502645502645,0.01547116138617193,4.211215496063232,False,val_loss,0.7399508871098675,False,2
51,0.29495437811561726,0.8996598639455783,0.7121776342391968,0.7724867724867724,0.015000000000000005,4.03416633605957,True,val_loss,0.7121776342391968,True,0
52,0.2996282683613619,0.8973922902494331,0.6840659542373879,0.783068783068783,0.014528838613828081,4.1733558177948,True,val_loss,0.6840659542373879,True,0
53,0.288749622582308,0.905328798185941,0.7659219970148077,0.753968253968254,0.014058142207060304,4.08825421333313,False,val_loss,0.7659219970148077,False,1
54,0.26719156867252186,0.9132653061224489,0.7663767773007589,0.7724867724867724,0.013588375300222288,4.085417747497559,False,val_loss,0.7663767773007589,False,2
55,0.2586819246377534,0.9104308390022676,0.7744275814010984,0.7619047619047619,0.01312000149653544,4.161320447921753,False,val_loss,0.7744275814010984,False,3
56,0.21879991848452562,0.9257369614512472,0.7678972947849798,0.7698412698412699,0.012653483024396539,4.21544885635376,False,val_loss,0.7678972947849798,False,4
57,0.21501273829109815,0.9280045351473923,0.868002996085182,0.7407407407407407,0.012189280281214132,4.125895738601685,False,val_loss,0.868002996085182,False,5
58,0.2323898404093286,0.9178004535147393,0.6927916409161986,0.7592592592592593,0.011727851379051867,3.9996862411499023,False,val_loss,0.6927916409161986,False,6
59,0.21677440317039318,0.9308390022675737,0.7295227167467592,0.7777777777777778,0.011269651692527178,4.113324403762817,False,val_loss,0.7295227167467592,False,7
