"experiment_id","model","split","n_seeds","accuracy_mean","accuracy_std","precision_macro_mean","precision_macro_std","recall_macro_mean","recall_macro_std","f1_macro_mean","f1_macro_std","auc_macro_ovr_mean","auc_macro_ovr_std"
"R1","EfficientNet-B4","test","5","0,9445910290237467","0,006980874171674406","0,9305497552261969","0,008482801677356783","0,9386787241314124","0,009127312110359154","0,9335755881540109","0,0063891200971514794","0,9954373154239832","0,0008482770527439742"
"R1","EfficientNet-B4","val","5","0,9677248677248678","0,010482334791618524","0,9575374076775706","0,017326871195727494","0,9616264003524089","0,012817373960820739","0,9589250119154759","0,014828939044304294","0,9973845391060203","0,0013991069522305728"
