split,accuracy,precision_macro,recall_macro,f1_macro,auc_macro_ovr
val,0.8854748603351955,0.8874697027682101,0.8847139865490716,0.8855152683901683,0.9747387157234838
test,0.8770949720670391,0.8809671405139847,0.8735569267923292,0.8760719468793619,0.9819033661353391
