split,accuracy,precision_macro,recall_macro,f1_macro,auc_macro_ovr
val,0.840782122905028,0.844189148127646,0.8412366509076769,0.8422729970349548,0.9692230940641255
test,0.8100558659217877,0.8140042515841628,0.8063274938584832,0.809461769530602,0.9645868942379539
