preset,use_kd,temperature,alpha,stage2_lr,assistant_img_size,best_epoch,val_accuracy,val_f1_macro,test_accuracy,setup_id
ta_t4_a0p5_lr1em5_av160,True,4.0,0.5,1e-05,160,1,0.8547486033519553,0.853667804176661,0.8296089385474861,r5_k5_final_wn128_ta-kd_ta_t4_a0p5_lr1em5_av160_s123_t4p0_a0p5_av160_lr1em05_e100_img160_bs16
ce_finetune_lr1em4,False,,,0.0001,380,30,0.8631284916201117,0.8619876155590441,0.8240223463687151,r5_k5_final_wn128_ce-finetune_ce_finetune_lr1em4_s123_no-kd_lr0p0001_e100_img160_bs16
