stage,epoch,global_epoch,train_loss,train_acc,val_loss,val_acc,lr,epoch_time_sec,train_loss_soft,train_loss_hard
direct_kd,1,1,7.301388937329489,0.31462585034013607,5.063463416679826,0.328042328042328,0.05,44.198036193847656,19.489871624105373,2.0777532016338944
direct_kd,2,2,6.692172193202842,0.39399092970521543,1.9959875036168981,0.36243386243386244,0.049965738368864344,18.25526523590088,17.93988095930104,1.8717252945954026
direct_kd,3,3,6.453978884517471,0.4217687074829932,1.8670343419231434,0.48148148148148145,0.049863047384206834,18.508203744888306,17.302469443842398,1.804625550094916
direct_kd,4,4,6.1790339206081395,0.45975056689342403,3.3923176079200057,0.335978835978836,0.04969220851487845,19.106844902038574,16.496942463915904,1.7570729158362564
direct_kd,5,5,6.057246856948956,0.4710884353741497,1.1844346826038663,0.5793650793650794,0.049453690018345146,19.558510780334473,16.17830422243564,1.7196507043038367
direct_kd,6,6,5.8538848721251195,0.4988662131519274,2.2702924883554854,0.4470899470899471,0.04914814565722671,20.790884733200073,15.574859679691375,1.6877525663700232
direct_kd,7,7,5.636448384412562,0.5,1.6943791253226144,0.5026455026455027,0.048776412907378844,19.40961265563965,15.00299179526954,1.6222152158516605
direct_kd,8,8,5.53220419116031,0.5351473922902494,1.1844456378745023,0.6375661375661376,0.048339510662430044,19.163848400115967,14.587887398510022,1.6511968576989207
direct_kd,9,9,5.538754075022241,0.5277777777777778,1.6729067841534893,0.5317460317460317,0.04783863644106502,19.44317650794983,14.609219566224114,1.651411506324128
direct_kd,10,10,5.423025619956642,0.5351473922902494,1.8871994838512764,0.5052910052910053,0.047275163104709195,19.82383131980896,14.335909348226188,1.6032180705038057
direct_kd,11,11,5.279792245012833,0.5680272108843537,1.5030567573491858,0.5978835978835979,0.046650635094610975,19.624655723571777,13.952576708631451,1.5628843956253156
direct_kd,12,12,5.183897572039476,0.5697278911564626,1.478806150653375,0.5767195767195767,0.0459667641986356,19.40981435775757,13.653326605452973,1.5541420266741799
direct_kd,13,13,4.938347652115249,0.5924036281179138,1.1810985374702978,0.6481481481481481,0.04522542485937369,19.395999908447266,13.007760089000607,1.4800278510636484
direct_kd,14,14,4.721281613352077,0.6207482993197279,1.8955684250624723,0.5661375661375662,0.04442864903642428,19.49406671524048,12.372948384879669,1.441995637216806
direct_kd,15,15,4.7573474345564035,0.6082766439909297,1.625050530231819,0.6243386243386243,0.043578620636934864,19.522521018981934,12.381978149587065,1.4896483621359413
direct_kd,16,16,4.641169045247188,0.6264172335600907,1.3596067567351002,0.6243386243386243,0.042677669529663696,19.73319959640503,12.147031822983099,1.4243705299706146
direct_kd,17,17,4.361116453633557,0.6400226757369615,1.1053792105780706,0.708994708994709,0.04172826515897146,19.56900453567505,11.430376385885571,1.3314334570415436
direct_kd,18,18,4.293481558628904,0.6615646258503401,1.5037472080932093,0.6164021164021164,0.04073300977624594,19.50714635848999,11.131045797784854,1.363096712668196
direct_kd,19,19,4.086954011938739,0.6768707482993197,2.6097515335789434,0.5132275132275133,0.03969463130731183,19.606805086135864,10.699956297063503,1.2528100271884546
direct_kd,20,20,4.051997485344643,0.6666666666666666,1.0742659038967557,0.7222222222222222,0.03861597587537568,19.545945167541504,10.604039879883228,1.2439791845356256
direct_kd,21,21,3.898044262883885,0.677437641723356,1.5973516671115129,0.6349206349206349,0.0375,19.652019023895264,10.162194716957421,1.2134082030141704
direct_kd,22,22,3.6198637582817854,0.7097505668934241,1.492342487529472,0.6878306878306878,0.03634976249348867,19.649253606796265,9.447474814866947,1.1223160089278708
direct_kd,23,23,3.6846987287473785,0.6938775510204082,1.5984023639133997,0.6825396825396826,0.03516841607689501,19.557892560958862,9.569385398812846,1.1626900169584486
direct_kd,24,24,3.563025281002192,0.7182539682539683,0.8610965459750443,0.7724867724867724,0.03395919873863252,19.545151710510254,9.361412751161051,1.0780019293161207
direct_kd,25,25,3.3521998196232077,0.7409297052154195,1.3683201869328816,0.6984126984126984,0.03272542485937369,19.585123300552368,8.761077301302194,1.0341093609122192
direct_kd,26,26,3.3163740737638236,0.7454648526077098,0.9918391527952971,0.7592592592592593,0.03147047612756303,19.642332553863525,8.69590367859994,1.0108612474907281
direct_kd,27,27,3.304858409898892,0.7386621315192744,1.3349740243462658,0.6640211640211641,0.030197792270443988,19.67175030708313,8.65315360763446,1.0127317727693355
direct_kd,28,28,3.3420350232632523,0.7380952380952381,1.1346805698026425,0.6904761904761905,0.02891086162600578,19.6077241897583,8.707391505338707,1.0425964036698785
direct_kd,29,29,3.023251933035126,0.7658730158730159,0.9085753490685156,0.7804232804232805,0.027613211581691346,19.61093807220459,8.025209377141767,0.8795557695856981
direct_kd,30,30,2.803184337897095,0.7840136054421769,1.0218384537215113,0.7777777777777778,0.026308398906073602,19.650662183761597,7.398838563300584,0.8336181256776494
direct_kd,31,31,2.899870408365245,0.7789115646258503,1.1007893921206238,0.7619047619047619,0.025000000000000015,19.572439432144165,7.629079270525043,0.8730664741999709
direct_kd,32,32,2.638141919696142,0.8038548752834467,1.0741592954706263,0.753968253968254,0.02369160109392642,19.662850856781006,7.007969834636939,0.7653584376214042
direct_kd,33,33,2.5745523716587058,0.8095238095238095,0.9568295757921915,0.7883597883597884,0.022386788418308677,19.599299907684326,6.840005139374679,0.7465010836146045
direct_kd,34,34,2.6220138435190767,0.800453514739229,0.9710328468570003,0.7962962962962963,0.02108913837399424,19.528396129608154,6.9656027644669924,0.7604756152210863
direct_kd,35,35,2.548610632652058,0.8197278911564626,0.8069470805465859,0.8359788359788359,0.019802207729556025,19.565715074539185,6.764200716602559,0.7419290785042066
direct_kd,36,36,2.2261066798990816,0.8373015873015873,0.8422520535963552,0.8095238095238095,0.018529523872436993,19.5736665725708,6.031578567833587,0.595190060458013
direct_kd,37,37,2.317245846702939,0.8276643990929705,1.082267275720677,0.7671957671957672,0.017274575140626323,19.565170526504517,6.243380890411585,0.6346164519672626
direct_kd,38,38,2.150829967728007,0.8435374149659864,0.8749848499736458,0.8253968253968254,0.0160408012613675,19.65618133544922,5.814917016191547,0.5805068537930783
direct_kd,39,39,2.15424333516162,0.8424036281179138,0.7903717608048172,0.8518518518518519,0.014831583923105006,19.74116063117981,5.824141441829621,0.5814297537693158
direct_kd,40,40,2.027207886010341,0.854875283446712,0.8170253811059175,0.8465608465608465,0.013650237506511337,19.622749090194702,5.53063954679874,0.5257370871346013
direct_kd,41,41,1.9395364417510779,0.8577097505668935,0.8669223528375071,0.8386243386243386,0.012500000000000011,19.571292400360107,5.304094225911597,0.49758299759244906
direct_kd,42,42,1.8899808735533907,0.86281179138322,1.070052538126234,0.8121693121693122,0.011384024124624336,19.74286413192749,5.169742119285255,0.48436881768434836
direct_kd,43,43,1.847352030596225,0.8735827664399093,0.8336395529818243,0.8227513227513228,0.01030536869268818,19.573904275894165,5.067999074248229,0.46707464481309025
direct_kd,44,44,1.8689897438836476,0.8690476190476191,0.8542878722387647,0.8465608465608465,0.009266990223754074,19.585094451904297,5.150089305004025,0.46280414538876136
direct_kd,45,45,1.852861354680829,0.8690476190476191,0.7513088063588218,0.8492063492063492,0.008271734841028559,19.587717056274414,5.061298217903189,0.47781691556825995
direct_kd,46,46,1.7120448548236942,0.8843537414965986,0.8241329495868985,0.8201058201058201,0.007322330470336319,19.486314058303833,4.743907135360095,0.4126752248792033
direct_kd,47,47,1.5690311836817907,0.8956916099773242,0.7523925050541207,0.8571428571428571,0.006421379363065154,19.622419118881226,4.446749310915162,0.3357233467074681
direct_kd,48,48,1.5052677011814246,0.9024943310657596,0.797233308670382,0.8544973544973545,0.0055713509635757314,19.547321796417236,4.2283836189581425,0.3382179485475581
direct_kd,49,49,1.437046212133637,0.9104308390022676,0.8398555756876709,0.8518518518518519,0.004774575140626319,19.55413055419922,4.080711951872119,0.30404654199462344
direct_kd,50,50,1.3645120780754523,0.9189342403628118,0.7828569563608321,0.8571428571428571,0.004033235801364403,19.604958295822144,3.952721817963788,0.2552792671033078
direct_kd,51,51,1.3469006798975591,0.921201814058957,0.7926010577766983,0.8465608465608465,0.003349364905389034,19.538273811340332,3.904049052673132,0.2509798846717569
direct_kd,52,52,1.339424000846015,0.9195011337868481,0.7773957069588717,0.8571428571428571,0.0027248368952908068,19.64603614807129,3.859321811572224,0.25946773083399044
direct_kd,53,53,1.274725888591775,0.9200680272108843,0.7769061610418022,0.8518518518518519,0.0021613635589349768,19.52530574798584,3.6995033109539492,0.23553549936104592
