preset,use_kd,temperature,alpha,stage2_lr,assistant_img_size,best_epoch,val_accuracy,val_f1_macro,test_accuracy,setup_id
ta_t4_a0p5_lr1em4_av380,True,4.0,0.5,0.0001,380,36,0.8174603174603174,0.8016485686705358,0.7968337730870713,r8_final_wn256_ta-kd_ta_t4_a0p5_lr1em4_av380_s123_t4p0_a0p5_av380_lr0p0001_e100_img160_bs16
ce_finetune_lr1em4,False,,,0.0001,380,19,0.8174603174603174,0.8068347637134367,0.7941952506596306,r8_final_wn256_ce-finetune_ce_finetune_lr1em4_s123_no-kd_lr0p0001_e100_img160_bs16
