split,accuracy,precision_macro,recall_macro,f1_macro,auc_macro_ovr
val,0.8941798941798942,0.9017385834256931,0.8878682798921331,0.893873906844469,0.9845695403720184
test,0.8601583113456465,0.857328054217493,0.8444465691902397,0.8500757700729235,0.9859691024315794
