preset,use_kd,temperature,alpha,stage2_lr,assistant_img_size,best_epoch,val_accuracy,val_f1_macro,test_accuracy,setup_id
ta_t4_a0p5_lr1em4_av380,True,4.0,0.5,0.0001,380,82,0.8095238095238095,0.805903162345177,0.7968337730870713,r8_final_wn256_ta-kd_ta_t4_a0p5_lr1em4_av380_s777_t4p0_a0p5_av380_lr0p0001_e100_img160_bs16
ce_finetune_lr1em4,False,,,0.0001,380,2,0.7962962962962963,0.7857409272168634,0.7783641160949868,r8_final_wn256_ce-finetune_ce_finetune_lr1em4_s777_no-kd_lr0p0001_e100_img160_bs16
