split,accuracy,precision_macro,recall_macro,f1_macro,auc_macro_ovr
val,0.8938547486033519,0.8960609435756626,0.8934559873928082,0.8939728212669182,0.9872758036732856
test,0.8687150837988827,0.8695529481736377,0.865341347509162,0.8665414205694344,0.983807245482339
