split,accuracy,precision_macro,recall_macro,f1_macro,auc_macro_ovr
val,0.8835978835978836,0.8719752316950503,0.8746763194133796,0.8725941686411933,0.9830220387983309
test,0.8654353562005277,0.8717815515787191,0.856585159393346,0.8629135137008236,0.9860462111829924
